review,star,pos_neg
과제는 많지만 교수님 엄청 좋습니다. 강의력도 좋으시고 아재개그도 재밌습니다. 코딩에 관심있으면 추천드립니다.,5,pos
사전제작 강의이다보니 루즈한 감이 있지만그래도 선형대수학 배웠으면 시험은 쉽게 풀 수 있습니다 추천드려요,5,pos
시험한방입니다 강의력은 별로인듯 독학 재수강러 강추,3,mid
싫었음 정말ㅎㅎ 후배님들 고생들 많이하세요!,2,neg
인품 강의력 열정 뭐하나 부족함이 없으시다.!!!,5,pos
교수님께서 학생들 배려를 많이 해주려고 하십니다. 무난하게 듣기 좋은 수업인 것 같아요!,5,pos
과제 힌트도 주시고 시험도 부담스럽지 않습니다,5,pos
"회계원리 어려운 과목이었는데 교수님께서 감자튀김 분개, 눈오리집게 분개 등 알기 쉽게 설명해주셔서 이해하기 쉬웠어요. 꼭 추천드리는 수업입니다.",5,pos
아직 기말고사는 치진 않았는데 매우 부담이 없다 다만 시험은 어떻게 될지 전혀 모르겠다,4,pos
"1도 수강했었는데, 이만한 교수님 없다고 느껴짐",5,pos
"매주 풀어보기를 권장하는 문제도 내주시고 족보도 올려주셔서 공부하기 너무 편했고, 학점도 잘 주심",5,pos
교수님 진짜 좋으신분..친절하시고퀴즈도 오픈북이어서 부담없고토론만 앵간히하면됩니댜,5,pos
"교수님이 엄청 친절하시고 착하심,, 중간은 대체과젠데, 점수 엄청 후하게 주셨음. 팀플은 발표과제가 있긴 함. 과제는 좀 있는편",5,pos
"다소 어려운 주제기 때문에 짧은 강의 시간임에도 피로도가 높음. 소감문, 레포트, 기말시험, 출결로 성적이 나옴.",4,pos
교수님 착하시고 (개떡같이 대답해도 찰떡같이 칭찬해주시는분) 학생들 생각 많이 해주시고 열심히 한만큼 점수 잘 주시는건 알겠는데 매주 과제 퀴즈 과제 퀴즈 8번하고 중간 기말까지 하다보면 ㄹㅇ 기빨림 다시 돌아가면 절대 안들음후반으로 갈수록 매주 조모임 있는데 이것도 은근 기빨림;무슨 의도로 참여형 수업 하시는지는 알겠으나배우기도 전에 상의하면서 알아내보라는 식이라 다들 뭔지도 모르고 멀뚱멀뚱 있는 조모임 했던 적 많음솔직히 교수님 강의력 좋은지도 잘 모르겠다강의때 못 알아듣고 과제랑 퀴즈 준비하면서 혼자 알아가는 느낌..,2,neg
교수님이 친절하시고 수업도 잘해주셔서 좋으십니다. 다만 개론으로는 조금 힘들지 않나..싶은,4,pos
교수님이 진짜 참 교수님이십니다. 다만 수업이 풀이어서 힘듬,4,pos
정말 좋은 교수님이십니다. 굉장히 엄밀하게 설명을 해주시고 설명도 이해하기 쉬워요. 근데 시험은 단단히 준비하셔야합니다.  계산 문제를 정말 많이 풀어보셔야해요,4,pos
피피티가 좀 어지럽고 발음이 많이 안좋으셔서 수업은 그다지...,3,mid
교수님 목소리도 나긋하시고 친절하시고 듣기 편한 수업입니다. 경영학과생이 아니라 과제는 조금 어려웠으나 시험은 오픈북이기도 하고 거의 퀴즈에서 나와서 준비만 잘하시면됩니다,5,pos
이걸 듣게되는거면 걍 저주를 받으신겁니다. 강의력 최악인데 바라는거 많으시고 진짜 깐깐 그 자체예요. 왠만한 교수님은 다 싫다는 생각해본적없고 그러려니하는데 이 수업은 도망가시길 진짜 다신 겪고싶지않고 반공을 이렇게 수업받는다는게 너무 화남,1,neg
이 교수님을 표현하는 단어는 천사 밖에 없는거 같음파이썬이나 코딩에 관해서 1도 몰라도 어떻게 하는 건지 차근차근 설명해주시고 만약 어떻게 하는지 몰라도 질문하면 오셔서 다 알려주심,5,pos
회계에 대해서 아무것도 몰라도 어느순간 회계장부를 볼 수 있는 나를 발견하게 되는 그런 수업교수님께서 친절하게 하나하나 설명해주시고 전에 배운 것도 다시 리뷰 형식으로 해주셔서 시험 볼 때도 많이 도움됨그리고 교수님 BTS 팬이라는 것이 귀여우심ㅋㅋ,5,pos
"그냥 학점을 위해서 들을거면 드랍하는 것을 추천하지만, 인권에 관심이 있고 조금이라도 세상을 보는 시각을 넓히고 싶다면 적극 추천함2시간 풀강의에다가 내용도 어렵고 시험도 어렵지만 강의를 들을 때 마다 새로운 것을 계속 배우게 되고 다양한 생각을 하게 만들어 주는 최고의 수업이라고 생각함",5,pos
필기가 빠르시기 때문에 따라적을 때 정신바짝 차려야함한눈팔았다가 다음 정의로 넘어갈 수 있음,4,pos
지구과학을 했으면 매우 쉽게 진도를 따라 갈 수 있고 이해도 잘됨만약 지구과학을 안 했어도 교수님께서 차근차근 자세히 설명해주시기 때문에 수업만 잘 듣고 자료만 다시 봐도 시험 잘 볼 수 있음그대신 2시간 30분동안 들어야함,5,pos
강의력이 좋으시다. 불필요한 내용 안배우고 딱 세포에 대한 내용만 다루어서 좋았다. 시험은 생각보다 쉽다. 교수님이 가르쳐주시는 내용 위주로 공부하면 좋을 것 같다.,5,pos
"매번 레포트 쓰는게 귀찮고, 마지막 팀플 발표가 있는데 그거 말고는 실험도 간단하고 쉽습니다",5,pos
처음 2단원만 잘 넘기면 무난합니다. 2단원 과제때는 배운게 없는 상태에서 코드 짜는 과제들이 있어서 식겁했는데 시험에 안나와요,4,pos
"조교님이 친절하시고, 중간은 과제 대체로 했고 시험같은 퀴즈와 기말고사 이렇게 보고, 1시간 내에 m파일 만들어서 제출하는 식으로 했어요! 난이도가 쉽지 않습니다",4,pos
이 교수님 수업 시간표에 들어있다면 드랍하지 마세요 후회합니다 진짜,5,pos
보고서 작성 외에 하나도 안힘들어요!!! 예비보고서랑 다른건쉬운편,4,pos
시험도 쉽고 설명도 알기 쉽게 해주십니다.부담 없이 듣기 최고인 강의!,5,pos
너그러운 교수님과 좋은 강의력시험은 지엽적이고 평균은 높음,5,pos
교수님은 좋으신데 강의력은 잘모르겠음그리고 이코노미스트 너무 힘들어요ㅜ,3,mid
"수업 듣다가 키보드 샷건칠 뻔;;1. PPT이클래스에 업로드한 학생은 PPT와 교수가 Zoom수업에 사용하는 PPT와 달라도 너무 다름. 아예 내용의 구성 자체가 전혀 다른 PPT로 만들어버림.2. 답 없는 진도지난 주 복습차원이라고 하는 것도 아니고, 저번시간에 했던 진도를 다시 나감.3. 사회성 결여가 예상되는 소통 능력혼자서만 말함. 세대가 다른 학생들에게 공감도 안되는 드라마나 애니메이션 등을 비유로 드는 건 예사이며, 혼자 감성에 취해서 이야기를 펼치는데 진짜 왜 저러지 싶음. 진짜 약간 사회성 결여가 의심되는 사람들의 전형적인 특징이 보임. 왜 혼자 웃고 혼자만 재밌어하시는지...강의평 쓰신 분들아 이건 쉬운게 아니라 유치한거에요...4. 설명의 오류세계연극사다보니 세계사를 언급하지 않을 수 없는데, 오류가 생각보다 많음. 가끔은 얼척이 없을때도 있음.",1,neg
강의력은 좋으신데 너무 깐깐하심. 3시간 풀수업인데 쉬는 시간 좀 넉넉하게 주셨으면..,1,neg
강의력... 음.. yeah.. 잘 모르겠어요... 유튜브 보고 공부해요..,2,neg
과제가 많은게 아니라 1주일에 하나 또는 두 개인데 그 한 두 개가 너무 힘듭니다.교수님 설명은 차분하고 귀에 쏙쏙 들어옵니다.그리고 수업시간도 빠르면 1시간 내로도 끝나고 2시간을 다 하신적이 없는것 같아요. 그냥 ppt끝나면 끝,4,pos
교수님은 친절하시고 유쾌하시고 여러모로 좋으세요근데 교수님 설명이 이해안될때가 좀 있어요.그리고 ppt에 오타가 좀 있어요,4,pos
ppt로 수업하시는데 너무 휙휙 지나가는 느낌을 받았어요 물론 고등학교 때 배운내용이 많아서도 그렇지만 처음 배우는 부분도 빠르게 지나가시는 것이 아쉽습니다시험은 쉬웠어요,3,mid
설명이 필요없다. 친절 + 강의력 + 학생들을 위한 배려 + 적절한 난이도..... 이 교수님 덕분에 cpa도 고민해보고 있으니 그냥 형 말 듣고 이 교수님 들어라. 최대한 이 교수님 커리큘럼을 따라가고 싶음.,5,pos
"교수님은 좋으신 분 같으나, 강의는 ppt 를 그대로 읽으셔서, 딱히 강의로부터 배울 것은 없음. 혼자서 공부하면서 학점 잘 받고 싶다면 추천.",2,neg
비대면 강의의 정의랄까... 얻어가는 거 없고 녹강이라 시간 세이브 많이 됨. 그냥 무난 그 자체.,3,mid
애초에 경영통계학 과목 자체가 어렵기에 딱히 할 말이 없음. 교재 사서 열심히 독학하면 점수는 나옴.중간고사 시험도 열심히 독학하면 풀 수 있을 정도 였음.,3,mid
"비대면으로 들었고, 영어로 말하는 것에 부담이 없는 사람들은 편하게 들을 수 있는 수업이지만 확실히 스피킹이 어렵다면 부담일 것 같긴 함. 시험도 중간고사는 없었고, 기말고사도 토론 정도로 대체될 듯.",5,pos
교수님 연구실로 가면 편안하게 학교 생활 물어봐주셔요~ 재밌어서 한 시간이 어떻게 갔는지 모르겠어요! 교수님께서 학생들 학과 생활에 지대한 관심을 가지고 계심이 느껴졌어요,5,pos
실험시간짧고 예비2페이지이내 결과 3페이지 이내라서 편해요,5,pos
파이썬 이용해서 수업 쉬운건 아닌데 그렇다고 못할정도는 아님,3,mid
문헌정보학의 기초에 대해 배울 수 있는 강의 전공 기초로 적합,4,pos
3시간 풀강이 힘들지만 그래도 교수님은 좋으신 것 같습니다,4,pos
과제 너무 어려워요강의 내용도 추상적입니다,1,neg
건강에 관한 내용이에요건강에 관심 많으면 추천,5,pos
실시간 강의에요내용이 많아요개론 내용입니다,4,pos
이번 학기 듣는 과목중에 제일 이해가 잘 되고 배워가는 과목 ! 교수님 설명도 너무 차근차근 잘 해주시고 실강과 녹강 번갈아 하는데 강의 시간도 적당히 너무 좋습니다 !! 과제도 부담 없고 시험은 공부하면 잘 볼 수 있는 정도 !,5,pos
"이숙정 교수님 강의 머리에 쏙쏙들어옴 개인적으로 지금까지 만났던 교수님들 중에 제일 자연스럽게 잘 가르치신다 생각함시험은 수업 열심히 들으면 잘볼 수 있음. 강의록에서 중요한 부분, 설명 길게 하신 부분 보고 문제 하나도 안풀었는데 잘 봄",5,pos
소통 중에 들을 거 없으시면 그냥 들으시면 됩니다,2,neg
편합니다..! 다른 헬강의들에 비해 편하게 해주시려고 하시는게 느껴졌어요,4,pos
꿀 강의 중 하나였다. 강의자료 에이포용지 하나에 4페이지씩 출력해서 스테이플러 찝은다음 필기 좀 해놓고 시험 전에 두세번 읽으면 시험도 수월하다,5,pos
간단하게 취업현황이나 교환학생 관련 이야기해주셨어요 굿굿,5,pos
수업 내용 그렇게 어렵지 않고 조금만 공부하면 성적도 잘 받을 수 있어요!,5,pos
나름 활동은 재밌고 교수님도 좋아보이시지만 시험이 어려워서 성적 잘 받기 힘들었어요ㅠㅠ,3,mid
교수님은 정말 친절하세요. 근데 영상 제작하는 쪽에서 실수를 좀 많이해서 틀린 부분이 많습니다. 대면이였으면 좋았을텐데 동영상 강의 보고 있으면 마음속 깊은 곳에서 부터 화가 치밀어 올라요.,2,neg
갓기봉 교수님. 학생을 생각해주시는 마음이 엄청난 최고의 교수님입니다!,5,pos
"Ppt 녹음 강의는 처음 들어봤는데, 5분 10분 끊어서 녹음하시는거면 다시 녹음하시는 것도 쉬울텐데 매번 했던 말 또 하고, ppt내용과 노트북 예시 들고... 웬만하면 강의력 때문에 불편한 적은 없었는데 이렇게 들을 바에 줌강의로 다 듣는 게 나을 것 같다고 생각한 강의.",2,neg
책에서도 시험 나오니까 책은 꼭 보셔야 합니다! 강의는 지루하지 않아요,4,pos
교수님이 정말 천사 그 자체십니다. 그래도 ACT 팀운은 항상 중요한 것 같습니다.,5,pos
조교님이 친절하시고 시험도 없고 최고였습니다,5,pos
교수님 너무 좋아요 좋은 동기들 만나서 수업도 너무 재밌었어요 앉은자리에서 서너명씩 토크하는거 많이 시키세요,5,pos
교수님 친절하시고 강의에 대한 열정을 넘치심일반과제 1회중간고사--대체과제기말--시험,5,pos
교수님 넘 좋으시고 과제 좀 있었지만 무난하게 할 수 있는 정도였음에이쁠 주셔서 감사합니다,5,pos
중요한 부분에서 설명 많이 해주시고 질문할게 있으면 질문해도 좋다고 하십니다.,5,pos
그냥 ppt를 계속 읽으심... 될 수 있으면 피하세요 중간대체과제인 간 좋음,1,neg
강의 자체가 어려운 것도 있지만 교수님 말에 잘 집중이 안 돼요,4,pos
제발 듣지마세요 최악입니다공지 할때마다 무슨 말을 하는건지 이해도 안되고 수업도 내용이 없어요,1,neg
이게 자신을 탐색하고 어쩌고ㅋㅋ; 미래에 대해 한번 더 생각해보고 이런목적의 과목이라면 팀플없애고 개인탐구에 관한 과제나 늘려주시길.....과목 자체 문제가 너무 큼,2,neg
최악입니다. 과제 설명을 좀 제대로 해주시면 좋겠어요.,1,neg
교수님 그냥 꼰대 그 자체ㅠㅠㅠㅠ캠 안 켜면 그걸로 꼽 주고 열람실에서 듣느라 대답 채팅으로 하면 꼽주심… 진짜 깐깐함 그 자체고 젤 싫은 교수님 중 하나에요…,1,neg
인연이라고 하죠~ 거부할 수가 없죠~내 생에 이토록 아름다운 이 수업 추천 드립니다,5,pos
코시국이라 총 과제 3개로 평가하셨는데 주어진 조건에 맞춰 작성하면 점수는 잘 주신 것 같았음,4,pos
"중간 팀플과제, 기말 팀플과제, 개별 과제 (25점 )이라 좀 빡셈 팀원잘만나는게 중요!",3,mid
발표가 귀찮긴 했지만 정말 성적을 잘 주셨어요 대신 수업이 살짝 지루하긴 합니다 ㅠㅠ,5,pos
그저 빛... 수업 때 알려주셨던 여러 활용법은 아직까지 잘 쓰고있습니다 완전  추천!,5,pos
다..좋은데...에티켓 테스트라고 길거리 실험해야함...그것만 빼면 너무 좋슴돠,4,pos
교수님..그저 빛..진짜 너무 친절하시고 학생들 항상 배려해주시고 진짜 창의와 소통은 황희선 교수님이 진리입니다ㅜㅠㅠㅠ진심 짱짱,5,pos
교수님 너무 친절하시고 웃기셔서 수업이 항상 분위기가 좋아요! 에타 보고 액트 너무 불안했는데 괜히 그랬어요..어무 좋음!!,5,pos
출결 반영 안해서 수업 안들어도 됨. 개이득이지만 족보 양이 너무 많아요 족보 외울 능력만 있으면 추천,4,pos
어…좋으신 분이세요! 앞으로 논문 어떻게 써야될 지 빠삭하게 알고 가는 것 같습니다:) 미리미리하자는 말이 가장 필요한 과목!!,3,mid
과제가 좀 많이 부담스러워요. 시험도 기말 한번이라 시험도 부담이 있습니다,4,pos
이게 영어강의인지 한국어강의인지 ㅋㅋ 그냥 과제 많고 수업 무조건열심히들어야함. 자료들도 죄다 영어고 작성도 영어로 정신 나가요 다시 들으라면 6학점줘도 안들음,2,neg
수업 엄청 잘하시고 시험도 깔끔하게 나오는 편입니다,5,pos
말이 엄청 느리시고 시가 너무 많아서 기말고사가 걱정되네요,3,mid
교수님도 친절하시고 과제도 쉬워서 시험 외에 딱히 준비할건 없는 것 같아요,5,pos
"교수님은 착하시고, 열정적으로 하시려고 함.. 근데 강의력이 별로고, 수업 진행이 산만함! 그리고 과제는 매주 있음 ㅋㅋ 전필 아니면 안듣고 말았을 듯",2,neg
"팀플 한번, 과제 2번, 중간 기말고사중요한 내용 강조해서 알려주셔서 공부하기 좋아요",5,pos
집중력이 많이 떨어지는 수업입니다. 수업 내용은 그냥 자료 읽으시는 거고 여담이 더 많으신데 거의 본인 생각이나 수업 내용 관련 사례 얘기하십니다. 법에 관련한 지식을 얻고 싶으시다면 추천하지 않는 수업입니다.,3,mid
책 내용에 대해 교수님이 제시하신 주제로 매주 조별로 모여서 토의하고 발표하는 수업. 중간고사 대체과제도 팀플 발표 내용이랑 똑같아서 부담없음,5,pos
교수님이 정말 좋으신 분인 것 같습니다. 수업과 과제 모두 생각해볼 거리를 계속 던져주셔서 유익한 수업이라고 생각합니다,5,pos
피피티 리딩 수업입니다. 집중력이 많이 떨어지는데 그래도 뭔가 특정 페이지에서 설명을 오래하시고 계신거 같으면 집중해보세요. 그 부분 시험에 나올 확률이 많이 높아요. 피피티는 그냥 다 외우세요. 교수님이 본인은 어떻게 내신다고 해주시는데 체감 1도 안됩니다. 그냥 다 외우세요. 문제 유형은 주관식이랑 서술형밖에 없습니다,3,mid
"재미있고, 학생들 편의를 많이 봐주십니다-!",5,pos
생각보다 구체적입니다 내용은 그래도 괜찮습니다-!,3,mid
아는게 없어서 그냥 그랬어요 이건 내문제 저만 시험 망했나봄,3,mid
수업시간이 짧아서 좀 알고 있다면 가볍게 듣기조아요,4,pos
"강의력이 미치셨습니당,, 완전 추천하는 강의,,",5,pos
음악에 관심 있으신 분들이면 꼭 추천드립니다. 시험도 조금 생각이 필요하지만 수업 내용을 잘 들으시고 외우셨다면 어렵지 않게 다 맞을 수 있다고 생각합니다. 시험은 객관식 주관식으로 출제됩니다. 25문제 내외 정도 되는 것 같습니다.,5,pos
저는 너무 재밌게 듣고 있습니당 교수님 귀여우세요ㅎㅎ,4,pos
듣기 무난한 강의라고 생각합니다 특히 핵교-소통 중에서는!!,4,pos
매 시간마다 토론과 발표가 있긴 하지만 크게 부담 가는 수업은 아닙니다. 교수님께서 강의 내용을 잘 설명해주셔서 좋았습니다!,4,pos
과제는 많아도 대부분 빠르게 끝낼 수 있는 과제들입니다! 강의는 PPT로 진행하시고 중간중간 영상 시청이 많은 편입니다.,4,pos
"강의평에 다들 과제가 많다고 그러길래 각오는 했지만 생각보다 너무 많았어요 특히 할 말 다 적었는데도 억지로 분량 채우는 거 땜에 너무 힘들었네요,,, 과제가 워낙 많다보니 저는 차라리 중간기말을 시험치는 게 더 맘편할 거 같아요 교수님 좋은 걸 떠나서 과제 내주시는 거 보면 그냥 다시는 이 교수님 수업 안 들을 거 같네요...",2,neg
족보와 함께라면 꿀강! 추천합니다. 하지만 배워가는건 없어요,5,pos
강의평 좋아서 수강했는데 학생을 생각해주시는 마음은 하해와 같으나 강의력은 쏘쏘입니다. 과제 너무 많고 정확한 설명을 해주시기 보다는 그냥 팀 짜서 너네끼리 한번 의논해보고 답 대략적으로 설명해주십니다. 명쾌하게 강의를 해주시는 편은 아닌 것 같습니다. 이렇게 강의평 길게 남기는 것도 처음이네요. 과제가 적으면 고려해볼만한 강의일지도…,3,mid
"교수님 너무 좋으세요!! 처음에는 조금 적응이 안 됐었지만 2-3주차부터 적응되고 나니깐 배워가는 것도 많고 수업도 귀에 쏙쏙 들어왔어요! 소설에 대한 교수님의 해설을 들으니 이게 진정한 영문학과 수업인가 싶었습니다! 성적은 하라는 것만 열심히 하면 잘 주시는 편이세요! 질문에 답변도 잘 해주시고, 매주 강의도 알차게 준비해주십니다. 절대 쉬운 수업은 아니지만 영어영문학과에 왔으면 이런 진정한 소설 수업은 들어봐야 한다고 생각합니다.",5,pos
"장점 : 설명이 풍부하고 여러 번 반복해서 설명해주신다.판례 필사과제가 가끔 나가는데 복습하는데 제법 도움이 되었다. 거의 모든 질문에 명쾌하게 답해주시나 가끔 날카로운 역 질문 하실때도 있음.아쉬웠던 점 : 대형강의라 그런가 서버연결이 가끔 흔들리고 교수님 말이 조금 빠르시다고 느낌, 출석부를때 대답늦게하거나 비디오 안 키면 좀 예민하시다. 근데 또 늦게하는 애들도 보고있으면 답답하긴함.",4,pos
꿀강의입니다 물론 씨파를 공부한다면요 시험은 무난했습니다,3,mid
"다른거 다 괜찮은데 줌수업에서 녹강을 왜 틀어놓으신지 모르겠다...차라리 녹강을 하시지..?이유도 말 안하고 그냥 조용히 예전에 했던 녹강 틀어서 강의하심, 카메라도 끄시고 ,,,매주의 팀플시간도 너무나 괴로워....",2,neg
솔직히 강의력도 별로.. 자료 퀄도 별로...,1,neg
재밌어요 생각없이 듣기 편해요전공듣다가 머리식히기 쉬움,5,pos
일단 재미가 없습니다. 리더십 과목 자체가 재미가 없습니다. 근데 교수님도 재미가 없으십니다. 팀플은 영상편집이 있어서 까다로울수 있고 이는 평가기준 중 하나입니다...시험은 그냥 달달외우셔야 합니다. 객관식과 약술 논술 블랭크 골고루 출제됩니다. 개인적으론 비추긴한데 다른 교수님들도 일장일단이 심해서 차선책으로 장바구니에 넣어두시길 바랍니다.,2,neg
접할 기회가 적은 국궁이라는 수업을 할 수 있어 좋았습니다.,5,pos
양이 진짜 너무 많아요 그리고 말하면서 한글파일에 정리하는 수업방식이라 내용도 눈아 잘 안들어와요. 시간표에 전공 많은 분들은 안 듣는거 추천,2,neg
물리전자 과목치고 되게 널널하게 알려주셔서 좋습니다.,5,pos
교수님께서는 너무 좋으신데 시험이 까다로워서 기출 잘 공부하셔야합니당,4,pos
"듣지마세요. 진짜 웬만하면 듣지마... 과제 정말 정말 많고 과제 퀴즈 도합 8번에 매 수업시간 팀플임. 내가 정말 운영관리 하나만 잡고 통달하겠다, 난 영작이랑 프리토킹에 아무런 제약이 없다 하는 사람만 들으세요. 난 진짜 너무 힘든 것 같음. 4학년에 이거 듣는 사람은 진짜 시간 남아도는 사람만 듣길...",3,mid
"유용하긴 한데, 진짜 줫나게 빡셉니다. 이번학기 들은 나머지 과목 과제 다합친거보다 이거 한과목 과제가 더 많아요. 중간 고사 과제 대체하는 과목보다 과제가 많은데 중간 기말 다보고 중간에 쪽지시험도 있습니다. 들을거면 다른 과목 좀 널널하게 듣고 신청하세요.",3,mid
교수님이 코딩에 대해서 정말 친절하게 알려주심 코딩 기초가 없는 내가 강의를 차근차근 들어도 이해가 된다,4,pos
돌아간다면 듣지 않을 것이다.. 교수님은 굉장히 좋으신 분 같지만 수업 내용이 도움이 되는지는 잘 모르겠다 토플로 대체할 걸 그냥 들은 과거의 나를 후회,2,neg
정말 진지하게 도망가세요..독일어를 전공과목보다 훨씬 많이 공부할 수 있는 사람만 신청하시고 독일어 전혀 모른다? 진짜 절대절대… 원수가 수강 신청해도 한번쯤은 말릴 강의,1,neg
교수님은 정말 좋으신 분인거 알지만....ㅎㅎㅎ일단 과제가 너무 많고 1교시라 수업에 집중하기 어려워요. 이건 제 문제인 것 같기도 하네요..ㅎ 근데 과제가 정말 압도적으로 많아요. 저는 한 번 글쓸 때마다 많은 시간을 투자하는 편이라서 힘들었습니다. 교수님은 참 좋은 분이세요. ㅎ,2,neg
줌 3시간동안 하는게 좀 힘들긴하지만 열정적으로 수업하시고 예술에 1도 관심없어도 들을만해요,5,pos
조교님 매우친절라시고 잘 알려주심교수님은 한번도 본적없늠,5,pos
"강의 너무 재밌었고, 팀플도 재밌었습니다! 게임을 직접 만들어보니, 꿀!",5,pos
"설명도 너무 잘해주시고, 학생들을 매우 배려해주심",5,pos
ㅋㅋ 팀원 잘만나야함~ A+은 맞았지만 꽤 강력했던 기억이 있는 수업이네요~^^,3,mid
정말 친절하게 가르쳐주시고 모르는 게 있으면 바로바로 알려주십니다. 학점도 꽉꽉 잘 채워주시는 것 같고요! 베스트입니다!,5,pos
"팀원을 정말 잘 만나야하는 수업, 한학기내내 고통 받았습니가 교수님은 좋아요",4,pos
갓갓 교수님이십니다! 정말 많이 배웠고 과제들도 재밌었습니다,5,pos
아주 재미난 수업입니다. 모두에게 비추천합니다.,2,neg
영어 A 강의이지만 교수님의 강의력 덕분에 이해가 잘 되었습니다! 과목 특성상 부담이 없을 수는 없지만 예습과 복습만 잘 한다면 큰 문제는 없을거같습니다,5,pos
거의 매 수업시간마다 조별회의? 비슷한게 있어요그리고 과제도 총 네번정도 있는데 이건 그렇게 빡세지 않아서 괜찮은 것 같습니다교수님 친절하시고 좋아여,4,pos
시험은 어렵지만 학점은 잘주심사례집과 꽤 많은부분 겹치므로 사례집 공부하면 시험도 무난할듯,5,pos
저번 학기에 교수님 다른 수업 듣는 것 힘들었지만 수업 내용이 좋아서 이 수업 신청함. 수업 내용 간 연계가 잘 안 되긴 하지만 내용 자체가 좋고 생각할 거리를 많이 남겨주심. 필기를 열심히 해도 다시 보면 무슨 소리인지 이해가 안 가므로 시험 볼 때 다운받아놓은 영상을 다시 보는 게 더 수월함.,5,pos
엄청 빨리 지나가지만 유익한 수업이었다. 그리고 질문하면 점수를 주는데 이해를 잘 못해서 할수가없었다,5,pos
아래 시험 어렵다는 사람은 사회학과 수업 별로 안들어본듯 하네요ㅋㅋㅋㅋ시험 진짜 하나도 안어렵고 무난한 수준입니다. 수업 제대로 들었으면 시험공부 많이 할것도 없어요. 오히려 수업 템포가 좀 빨라서 집중하고 들어야 하는게 단점이라면 단점입니다. 명강의니 사회학도라면 이수업 정도는 꼭 들으세요,5,pos
팀플 프로젝트는 한마디로 갓 들어온 신입사원한테 혁신적이고 독창적인 앱 다음주까지 만들라는 수준..뭐가 그렇게 불만이 많은 지 발표 할 때마다 미친듯이 깐깐하게 평가한다. 과제 또한 의미 없이 그저 양 많은 시간낭비 받아쓰기에 불과하다. 강의평을 보니 나만 그렇게 느낀 것이 아닌 것 같아 다행이다.,1,neg
패논패 강의임에도 과제가 거의 매주 있었습니다.저는 개인적으로 크게 와닿지는 않았던 것 같습니다,3,mid
"강한 자들만 살아남으리라라는 교수님의 모토, 그리고 과제. 못 버틴다면 무너지겠지만 버티면 자기도 모르게 어느새 강한 자가 되어있는 자신을 발견할 수 있을 것이다. 강의 전달력은 잘 모르겠지만 최소한 교수님은 수업 그리고 컴공에 진심이다.",5,pos
과제 개많음. 팀플이랑 별개로 개인 과제량도 엄청남. 수업도 도움이 안 됨. 근데 또 팀플 발표하는 날은 수업을 따로 올림. 출결도 빡빡하게 체크함. 1학년 친구들 걸리면 드랍하거나 바꿔요… 돔황챠,1,neg
"개인적으로 너무 좋았던 수업☺️학생들 배려해 주시는 게 눈에 보이고, 과제도 배웠던 행동분석 이론들을 직접 적용할 수 있어서 좋았습니다. 시험도 중요한 부분 간추려주시고, 성적도 잘 주시는듯",5,pos
투머치토커 힘들어요 ㅠㅠㅠㅠ투머치토커 ㅠㅠㅠㅠ,3,mid
과제가 많고 뭘 배우는진 잘 모르겠으며 수업이 질질 끄는 느낌이 드는거라면 맞다좀 지루하기도 하고 매주 발표시키고 팀내에서 토론하는가 괜찮고 시험치기 싫으신분은 들으세용과제 싫고 시험치고 싶은 분이라면 비추시키는 것만 잘하면 점수 잘 주실거같아용,4,pos
대부분 수업시간에 내온 내용으로 시험내십니다,5,pos
이번 학기는 녹강으로 진행되어서 수강하기 편했고 거의 매주 자잘한 과제가 있지만 크게 어렵지는 않습니다. 중간고사는 에세이 대체로 진행되어서 좋습니다,5,pos
그냥 교수님의 모든 말씀을 적으면 됨. 그러면 잘 나옴. 진짜 모든 말을 적어야 함. 수업 듣다가 현타올 때도 있는데 그냥 다 받아 적어야 함. 교수님 말만 적으면 에이쁠은 나옴.,5,pos
천사. 이 교수님 강의 들으세요. 저는 수업 내용도 좋았어요. 중간 과제 대체는 어려운데 기말은 쉬워요.,5,pos
시험은 과제 대체입니다. 글 잘 쓰면 돼요. 성적 기준은 모르겠지만 잘 주세요. 피드백도 잘 해주시고,5,pos
중간 오픈북 일 때는 좋았지만 기말 오픈북 때는 교수님께 뺨 맞았습니다.  모든 문제가 ㄱㄴㄷㄹㅁ 이걸로 나옴 걍 외우세요..  그래도 교수님 열심히 하셔서 좋음.,5,pos
에반고를 만난다? 그냥 한학기 편하게 가는 거임. 과제 대체 시험이어서 그냥 그 날 1시간만 타자 두들기면 됨.,5,pos
천상계 살던 천사가 지상계에 내려온 경우. 교수님이 너무 친절하시고 질문을 학생이 못들으면 차근차근 다시 말해주심,5,pos
매우 좋으신 교수님 인성도 매우 좋으시고 무엇보다 지루하게 느껴질수 있는 물리를 학생이 흥미를 가질수있도록 노력하시느 모습이 너무 보임,5,pos
다른 22년 1학기 후기들을 보면 알겠지만 교수님이 인성이 안 좋음. 학생에게 시비 검. 그러나 시험은 쉽게 내셔서 시험이 번별력이 없는듯 중간기준 40점 만점에 평균 34점,1,neg
일단 교수님이 너무 재미있으심 중간중간에 드립도 치고 아무말이나 하고 질문도 다 답해주시고 교수님이 좋은 분이심,4,pos
녹강인 점이 되게 좋음 강의 내용도 원래 수업시간은 3시간이지만 녹강은 2시간이내임,3,mid
