review,star,pos_neg,clean_review
야노 교수님이 설명도 잘 해주시고 질문도 많이하셔서 집중하면 늘 것 같긴하지만... 일본어로 질문하시면 히라가나만 아는 저로써는 굉장히 당황스럽고 따라가기 힘들었습니다 물론 더 공부를 해서 따라갈 수도 있겠지만 전 조금 어려웠습니다.. 교수님 자체는 괜찮습니다!,3,mid,야노 교수 설명 자다 해주시 고 질문 많이 하다 집중 하다 늘 같다 일본어 로 질문 하다 히라가나 만 알다 저 로써 굉장하다 당황 스럽다 따라가다 힘들다 물론 더 공부 를 하다 따라가다 수도 있다 전 조금 어렵다 교수 자체 괜찮다
부족한 점을 많이 말해주시며 피드백을 많이 해주신다,2,neg,부족하다 점 을 많이 말 해주다 피드백 을 많이 해주다
교수님 이번이 세종대에서 첫강의심. 중간고사는 공부를 많이 못해서 성적이 썩 좋진 않지만 3번정도 정독했으면 결과 좋았을듯함. 중간에 성적이 대체적으로 잘나오고 기말은 조금 어려울거라고 말씀하신것 보니 성적안나온건 공부안한 본인탓임.. 나포함ㅠ과제는 총 3갠데 주제가 절때 어려운편이 아님. 학생들 편의를 최대한 봐주시려는건 있는데 교수님 표현이 조금 무뚝뚝하신 편인듯ㅎ,5,pos,교수 이번 세종대 에서 첫 강의 심 중간고사 공부 를 많이 못 하다 성적 썩 좋다 않다 번 정도 정독 하다 결과 좋다 함 중간 에 성적 대 체적 으로 잘나오다 기 말 조금 어리다 말씀 하다 보다 성적 안나 온건 공 부안 본인 탓임 나 포함 ㅠ 과제 총 개다 주제가 절때 어렵다 편이 아니다 학생 편의 를 최대한 보다 건 있다 교수 표현 조금 무뚝뚝하다 펴다 ㅎ
글을 쓰거나 조모임 후 발표를 할때 교수님의 의견이나 관점을 따르지 않으면 정말 피곤해짐글 쓸때 형식을 알려주시지만 글쓰기 과제 전 어떤점을 유의해야하는지 말해주지 않고 글 쓰고 발표를 하고나서야 무엇이 잘못되었는지 알려주시는 점에서 솔직히 비효율적임피드백 또한 부드럽지 않고 마치 처음부터 자기가 모든것을 알려준듯 이걸 왜 이렇게 했냐며 일일히 따지시는 편,1,neg,글 을 쓰다 조 모임 후 발표 를 하다 때 교수 의견 이나 관점 을 따르다 않다 정말 피곤하다 짐글 쓸다 때 형식 을 알다 글쓰기 과제 전 어떤 점 을 유의 하다 말 해주다 않다 글 쓰다 발표 를 하다 나서다 무엇 잘 못 되어다 알다 점 에서 솔직하다 비 효율 적임 피드백 또한 부드럽다 않다 마치 처음 부터 자기 모든 을 알다 주다 걸 왜 이렇게 하다 며 일일 히 따다 편
"수업만 듣고는 과제, 시험 절대 못보는 과목이에요 최악입니다",1,neg,수업 만 듣다 과제 시험 절대 못 보다 과목 이에요 최악 이다
정말 빡셉니다 퀴즈도 거의 매주 보고 과제도 많아요..그렇지만 얻어가는 것 또한 많습니다아 물론 학점은 아니지만요,5,pos,정말 빡셉니 다 퀴즈 거의 매주 보고 과제 많다 그렇지만 얻다 또한 많다 물론 학점 아니다 요
매주 퀴즈를 봄. 교수님 열심히하심. 딕션도 아주 좋음.근데 퀴즈나 과제나 시험에서의 문장을 해석하는 부분에서 명확하게 한가지로만 해석되지 못하는 경우가 좀 있음.논리구조가 약간 빈약하다 이말임.,4,pos,매주 퀴즈 를 봄 교수 열심히 심 딕션 아주 좋다 근데 퀴즈 나 과제 나 시험 에서의 문장 을 해석 하다 부분 에서 명확하다 한가지 로만 해석 되다 못 하다 경우 좀 있다 논리 구조 약간 빈약하다 말임
외국인교수분이라 걱정이 많았지만 한국인 교수가 한국말로 설명하는것보다 간단명쾌하고 이해가 잘됨. 어려운 어휘도 안써서 elp모의토익 패스점수 정도면 걍 들어도됨.  교수가 상당히 쿨하신분같음.,5,pos,외국인 교수 분 이라 걱정 많다 한국인 교수 한국말 로 설명 하다 간단 명쾌하다 이해 잘 되다 어렵다 어휘 안 써다 모의 토익 패스 점수 정도 면 걍 들다 되다 교수 상당하다 쿨하다 신분 같다
사람자체는 착하고 좋으시다.강의력은 영....,4,pos,사람 자체 착하다 좋다 강의 력 영
교수(동영상에 나오는)가 하는 일 : 강의교안 읽기학생이 하는 일 : 시간낭비,1,neg,교수 동영상 에 나오다 가다 하다 일 강의 교안 읽다 학생 하다 일 시간 낭비
단점: 강의력 정말 별로입니다. 장점: 점수 잘 주시고 일찍 끝내주십니다,3,mid,단점 강의 력 정말 별로 이다 장점 점수 자다 주시 고 일찍 끝내주다
시험없는건 좋은데 자잘하게 있는것들이 은근 짜증남^^ 그래도 개꿀강의인건 맞음,3,mid,시험 없다 좋다 자잘하다 있다 들이다 은근 짜증나다 그래도 개꿀 강의 인 건 맞다
사실 왜 하는지 잘모르겠어요 ㅠ. 너무 낯설고 수업에 비해 과제나 시험이 극악입니다,1,neg,사실 왜 하다 잘 모르다 ㅠ 너무 낯설다 수업 에 비다 과제 나 시험 극악 이다
영상만 보고 계속 혼자서 공부해야되는데 혼자 하기에는 너무 어렵고 기초가 잘 되어야 있어야 쉬운데 기초를 확실하게 안알려줌,3,mid,영상 만 보고 계속 혼자 서 공부 하다 되다 혼자 하다 너무 어렵다 기초 자다 되어다 있다 쉽다 기초 를 확실하다 안 알다 줌
진짜 최악이에요  과제 진짜 많고 정말 원하는건 엄청 많아요가르쳐주는건  하나도 없습니다,1,neg,진짜 최악 이에요 과제 진짜 많다 정말 원하다 엄청 많다 가르치다 하나 없다
강의로 ㄱㄴㄷ를 가르치고 과제와 시험은 고전시가 해석하라는 수준임 걍 어이가 없음 조교님이 좋으시면 실습때 강의도 해주고 한다는데 우리분반은 걍 맨 땅에 헤딩이었다 질문하면 이부분 검색해서 찾아보세요 하심 그래서 교재 샀더니 교재에도 기초만 있음 어쩌라는건지 모르겠음,2,neg,강의 로 ㄱㄴㄷ 를 가르치다 과제 와 시험 고전 시가 해석 라는 수준 임 걍 어이 없다 조교 좋다 실습 때 강의 해주다 하다 우리 분 반 걍 맨 땅 에 헤딩 이다 질문 하다 부분 검색 하다 찾아보다 심 그래서 교재 사다 교재 에도 기초 만 있다 어쩌 라는 건지다 모르다
수강신청때 이거 안잡는사람 바봉진짜 다양한 분들 경험 구체적으로 들을 수 있는 기회가 흔치않은데 인사이트 쌓기 너무 좋고 과제도 한번으로 깔끔하게 끝이라 👍🏻,5,pos,수강신청 때 거 안 잡다 사람 바봉 진짜 다양하다 분들 경험 구체 적 으로 들다 있다 기회 흔 치 않다 인사이트 쌓다 너무 좋다 과제 한번 으로 깔끔하다 끝 이라
교수님이 설명잘하시고 이해하기가 쉬움. 온라인으로 질문도 받아주시고 설명도 잘해주심,5,pos,교수 설명 잘 하다 이해 하다 쉬움 온라인 으로 질문 받다 설명 잘 하다 주심
비대면이어서 그런지 영상 보고 감상문 1개만 쓰면 되서 좋았어요강의 자체도 유익해요,5,pos,비 대면 이어서 그렇다 영상 보고 감상문 개 만 쓰다 되다 좋다 강의 자체 유익하다
꼰대를 벗어나려 안간힘쓰는 꼰대.예를들어 시각적으로 뭐가 더 낫냐고 사진 두 개 놓고 고르라하는데왼 쪽이 나아요하면 오른쪽이 낫다고 못박아버리면서 보는눈이 없다고함. 심지어 왼쪽 고른 이유가 뭔지도 안 물어봐줌띠요옹?? 이럴 거면 왜 물어봄?근데 어디서 주워들은 건 있어서 그토록 참여형 수업을 하길 원하심.하지만 결국엔 교수한테 맞춰줘야함.그래서 수업 분위기가 완전 교수 비위 맞춰주기 수업같음ㅋ아부떠는 법 실전으로 배우고  싶으면 이 수업 들으세요~애초에 이런 수업에 sns도 안 하는 정년 직전 교수가 진행하는 게 말이 안 됨,1,neg,꼰대 를 벗어나다 안간힘 쓰다 꼰대 예 를 들다 시각 적 으로 뭐 더 낫다 사진 두 개 놓다 고르다 하다 왼 쪽 나아 요하 면 오른쪽 낫다 고 못 박다 버리다 보다 눈 없다 고함 심지어 왼쪽 고르다 이유 뭔 지도 안 물어보다 줌띠 요 옹 이렇다 거 면 왜 물어보다 근데 어디서 워 건 있다 그토록 참여 형 수업 을 하다 원하다 심 하지만 결국 엔 교수 한테 맞추다 야하다 그래서 수업 분위기 완전 교수 비위 맞추다 수업 같다 ㅋ 아부 뜨다 법 실전 으로 배우다 싶다 수업 들다 애초 에 이렇다 수업 에 안 하다 정년 직전 교수 진행 하다 게 말 안 되다
법학과라면 김희정 교수님 수업은 다 들으시는 걸 추천합니다.,5,pos,법학과 라면 김희정 교수 수업 다 들다 걸 추천 하다
과제 없고 2주마다 한 번씩 퀴즈 있는데 그것만 잘 풀면 돼서 깔끔해요.,5,pos,과제 없다 주마 다 하다 번 씩 퀴즈 있다 그것 만 자다 풀 면 돼다 깔끔하다
유익한 강의였어요. 감상문은 미리 써두시는 게 좋아요.,5,pos,유익하다 강의 이다 감상문 미리 써다 두시 게 좋다
교수님 너무 유쾌하시고 부담없이 수강했습니다.,5,pos,교수 너무 유쾌하다 부담 없이 수강 하다
과제는 책 대충읽고 구글링해서 교묘하게 겹쳐놓으면 4.5받음 표절에서 걸릴까 싶어 걱정했는데 그런거1도없다 심화토론서 문제 하나 모르겠다고 안적었는데 그래도 4점나옴 그리고 중간기말퀴즈는 족보랑 개똑같으니 족보 해피캠에서 구해다가 시험치러가는날 대중교통에서 외워가면 30점만점에 최하로맞아도 25점 개꿀임 강추 고특은 박승원,5,pos,과제 책 대충 읽다 구글링 하다 교묘하다 겹 치다 받다 표절 에서 걸리다 싶다 걱정 하다 그렇다 없다 심화 토론 서 문제 하나 모르다 안 적다 그래도 점 나오다 그리고 중간 기 말 퀴즈 족보 랑 개 똑같다 족보 해피 캠 에서 구해 다가 시험 치르다 날 대중교통 에서 외우다 점 만점 에 최하 로 맞다 점 개꿀임 강추 고특 박승원
너무 좋은 수업이에요. 시험도 쉽고 과제도 책에 있는 문제. 그닥 어렵지 않음!,5,pos,너무 좋다 수업 이에요 시험 쉬다 과제 책 에 있다 문제 그닥 어렵다 않다
개 꿀 강..넘 좋아요!!세바시같은 느낌도 있구,5,pos,개 꿀 강 넘다 좋다 세바 시 같다 느낌 있다
교수님 되게 친절하시고 주식이라던지 다른 일상얘기도 자주하시고 예나 사례도 많이 들어주셔서 이해하기 쉬움,5,pos,교수 되게 친절하다 주식 이라 던지다 다른 일상 얘기 자주 하다 예나 사례 많이 들어주다 이해 하다 쉬움
꿀강아니니까 다른 교양들으셈 ㅇㅇ. 명심하셈 듣지마삼,1,neg,꿀강 아니다 다른 교양 들다 ㅇㅇ 명 심하다 듣다 삼
나름 엄청 괜찮았던 강의 같았는데 개인적으로 비대면이라 아쉬웠음.. 대면으로 했으면 뭔가 얻어가는게 많았을 거 같은뎅..,4,pos,나름 엄청 괜찮다 강의 같다 개인 적 으로 비 대면 이라 아쉽다 대면 으로 하다 뭔가 얻다 많다 거 같다 뎅
내가 살면서 만난 교수님들 중에 제일 좋았음. 학점도 엄청 잘 챙겨주심.,5,pos,내 살다 만난 교수 들다 중 에 제일 좋다 학점 엄청 자다 챙기다 주심
고등학교에서 대학에 온 것은 학생뿐이 아니다.줄세우기식 도덕과목도 함께 올라왔다.,1,neg,고등학교 에서 대학 에 온 학생 뿐 아니다 주다 우기 식 도덕 과목 함께 올라오다
"강의도 괜찮고 교수님도 괜찮습니다. 전반적으로 일본의 문화컨텐츠 발전상을 배울 수 있어 좋았던 것 같네요. 시험은 객관식, 단답형, 서술형 섞어 내시는 데 많이 어려운 편입니다. 공부한 만큼 나오긴 하지만 객관식, 단답형은 수업을 얼마나 잘 이해했는가라는 물어보는 게 아니고 거의 텍스트를 외워야 잘 볼 수 있더라구요...이렇다 보니 시험 끝나면 기억에 남는 게 거의 없어서 개인적으로는 아쉽네요.",4,pos,강의 괜찮다 교수 괜찮다 전반 적 으로 일본 문화 컨텐츠 발전 상 을 배우다 있다 좋다 같다 시험 객관 식 단 답 형 서술 형 섞다 내시 데 많이 어렵다 편입 니 다 공부 만큼 나오다 하지만 객관 식 단 답 형 수업 을 얼마나 자다 이해 하다 물어보다 게 아니다 거의 텍스트 를 외우다 자다 볼 있다 이렇다 보다 시험 끝나다 기억 에 남다 게 거의 없다 개인 적 으로는 아쉽다
…………………. 친절하시고 좋아요 시험잘보세요,3,mid,친절하다 좋다 시험 잘 보다
강연도 재밌고 꿀강이고 친절하시고 좋았어요 놓치지마세요,5,pos,강연 재밌다 꿀강 이고 친절하다 좋다 놓치다 말다
수시시험은 컨에프를 통해 커버가능 그렇다고해서 컨에프만 믿으면 안되고 강의 듣고 공부필요함,4,pos,시 시험 컨에프 를 통해 커버 가능 그렇다고 하다 컨에프 만 믿다 안되다 강의 듣다 공부 필요하다
성격이 ㄹㅈㄷ이심 성격이 급하고 대놓고 말하는 스타일이신듯 근데 피드백은 정확하게 주시는 듯,2,neg,성격 ㄹㅈㄷ 이심 성격 급하다 대놓고 말 하다 스타일 이신 듯 근데 피드백 정확하다 주시 듯
웹과제가 좀 잊을만하면 나와서 좀 성가시는 함. 근데 교수님이 엄청 좋으심 하지만 녹강 시간은 좀 긴 편인듯 .. 화학 과목 자체가 매주 실험이 있어서 레포트 써야하는게 힘든 점이었음 ㅜ..,4,pos,웹 과제 좀 잊다 만하 면 나오다 좀 성가시다 함 근데 교수 엄청 좋다 심 하지만 녹강 시간 좀 기다 펴다 화학 과목 자체 매주 실험 있다 레포트 써다 힘드다 점 이다 ㅜ
참교수님이십니다본인의 의지만 있다면 수업 잘 따라가면 배울것도 많고 학점도 잘 받을 수 있어요,5,pos,차다 교수 이십 니 다 본인 의지 만 있다 수업 자다 따라가다 배우다 많다 학점 자다 받다 있다
야노 교수님 그저 빛... 다만 언어다보니 능력자들이 너무 많아서 시험 점수에 피바람이 부는 것 빼곤 나쁜 점 없음,3,mid,야노 교수 그저 빛 다만 언어 다 보다 능력자 너무 많다 시험 점수 에 피 바람 불다 빼다 나쁘다 점 없다
학점만을 보고 수강신청했던 과목이 상대평가로 바뀌면서 이도저도 아니게 돼버림아무도 예상치 못한 중간고사 이벤트와 더불어 미쳐버린 중간고사 평균 점수...에라 모르겠다~,1,neg,학점 만을 보고 수강신청 하다 과목 상대평가 로 바뀌다 이도 저 아니다 돼다 버리다 무도 예 상치 못 중간고사 이벤트 와 더불다 미치다 버리다 중간고사 평균 점수 에 라 모르다
"중간고사가 상대평가임에도 불구하고, 내가 겪은 시험 중 최악의 진행.",1,neg,중간고사 상대평가 임 에도 불구 하고 내 겪다 시험 중 최악 진행
잘 이야기 해주는데 그냥 틀어놓고 듣는 듯 패논패 해주셨으면 좋겠다,3,mid,자다 이야기 해주다 그냥 틀어놓다 듣다 듯 패논패 해주다 좋다
감상문 4개만 쓰면 됨.출석 40에 감상문 하나에 15점70점이 패스라 중간고사 2개를 빡세게 써서 30점 만점 받으면 출석만 다할 경우 기말 때 감상문 대충 써도 됨ㅋㅋ,5,pos,감상문 개 만 쓰다 되다 출석 에 감상문 하나 에 점 점 패스 라 중간고사 개 를 빡세 게 써다 점 만점 받다 출석 만 다 하다 경우 기 말 때 감상문 대충 써다 되다 ㅋㅋ
시험도 없고 감상문만 쓰면 돼서 좋은데 조금 귀찮음 한학기에 총 4개정도 쓰는데 이것만 쓰면 패스니까 일단은 꿀강임,4,pos,시험 없다 감상문 만 쓰다 돼다 좋다 조금 귀찮다 학기 에 총 개정 쓰다 만 쓰다 패스 니까 일단 꿀강임
개꿀강의 ㄹㅇ 한학기동안 감상문 하나쓰면되고 시험도 없고 출석만 제대로 하면 돼서 개꿀,5,pos,개꿀 강의 ㄹㅇ 학기 동안 감상문 하나 쓰다 고 시험 없다 출석 만 제대로 하다 돼다 개꿀
뭔가 많이 알려주실려고 하시는데 교수님 강의력 그저 그런 편이라 딱히 강의 때 집중은 안 되는 느낌. 타과생이다 보니 공부하기에 좀 까다로운 이론들과 개념들이라 앞서 말한 것들과 종합해보면 결과적으로는 좀 난해한 수업이 아닌가 싶습니다. 과제는 깐깐하게 보시는 편인데 그에 비하면 시험 성적은 비교적 잘 주시는 편인 것 같네요. 학점 채울 게 아니면 딱히 수강할 메리트는 크게 없어 보입니다.,3,mid,뭔가 많이 알다 하다 교수 강의 력 그저 그렇다 편이 라 딱하다 강의 때 집중 안 되다 느낌 타 과 생 이다 보다 공부 하다 좀 까다롭다 이론 과 개념 이라 앞서 말 과 종합 해보다 결과 적 으로는 좀 난해하다 수업 아니다 싶다 과제 깐깐하다 보시 편 인데 그 에 비 하다 시험 성적 비교 적 자다 주시 편 인 같다 학점 채우다 게 아니다 딱하다 수강 하다 메리트 크게 없다 보이다
강의가 이해가 쉬워요 다른 사람들에게도 이 강의를 추천하고 싶습니다.,5,pos,강의 이해 쉽다 다른 사람 에게도 강의 를 추천 하고 싶다
또 듣고싶어요 여러번 들을 수 있으면 좋겠어요,5,pos,또 듣다 여러 번 들다 있다 좋다
교수님..까칠하신데 귀여우심조원들만 잘 만나면 참 좋을듯,3,mid,교수 까칠하다 귀 여우 심 조원 만 자다 만나다 차다 좋다
저는 다 좋았어요 교수님도 좋고 학우님들도 만날 수 있어서 배울 점도 많고 좋습니다.,5,pos,저 다 좋다 교수 좋다 학우 들다 만날 있다 배우다 점도 많다 좋다
1학년 1학기에 들은걸 후회.. 철이 덜 들었던 나.. 다시 듣고싶다,4,pos,학년 학기 에 들다 후회 철 덜 들다 나 다시 듣다
좋으신 분 같아요 제가 열심히 안해서 그렇지..,5,pos,좋다 분 같다 제 열심히 안해 서 그렇다
실강 출석만 20분...한국인이 더 많지만 영어 수업...왜 하는지 모르겠는 팀플.....도망..쳐 ...,2,neg,실강 출석 만 분 한국인 더 많다 영어 수업 왜 하다 모르다 팀 플 도망 치다
교수님께서 친절하게 설명해주시고 시험도 쉽게 내주셔서 ㄹㅇ 꿀교양인듯!! 듣길 진짜 잘한 과목임,5,pos,교수 께서 친절하다 설명 해주다 시험 쉬다 내주다 ㄹㅇ 꿀 교양 인 듯 듣다 진짜 자다 과목 임
개념 설명도 자세히 해주시고 이해가 안되는 부분 없이 하나하나 잘 다듬어주십니다,4,pos,개념 설명 자세하다 해주시 고 이해 안되다 부분 없이 하나 하나 자다 다듬다
개념을 자세히 설명해주어서 이해가 잘된다. 노베도 열심히만 한다면 학점 잘챙길 수 있어요,4,pos,개념 을 자세하다 설명 해주다 이해 잘 되다 노 베다 열심히 만 하다 학점 잘 챙기다 있다
이론강의는 괜찮음 시험도 어려운편 아니고 성적도 잘 주시는 편 근데 실험 때문에 던지고 싶음 매주 실험 있고 과제 있음 근데 의욕을 꺾는건 과제의 양이 아님 조교의 따라서  채점 기준이 너무 다름 다른 분반 학생이 실수로 우리 분반에 레포트 냈을땐 6점 이었는데 그쪽 조교가 다시 채점 했을땐 만점 받음 근데 성적은 같은 교수님 한테 받음 나중에 통계학 기반 코드로 조정 한다고는 하는데 완벽한 공정은 아니라고 봄,3,mid,이론 강의 괜찮다 시험 어렵다 편 아니다 성적 자다 주시 편 근데 실험 때문 에 던지다 싶다 매주 실험 있다 과제 있다 근데 의욕 을 꺾다 과제 양 아니다 조교 따라서 채점 기준 너무 다르다 다른 분반 학생 실수 로 우리 분반 에 레포트 내다 땐 점 이다 그 쪽 조교 다시 채점 하다 땐 만점 받다 근데 성적 같다 교수 한테 받다 나중 에 통계학 기반 코드 로 조정 하다 하다 완벽하다 공정은 아니다 봄
팀플 조원 진짜 잘 만나야 합니다 .. 마케팅 사례 위주로 수업을 해주시기 때문에 재미있는 이야기도 많고 강의력 좋으셔서 재미있게 마케팅 공부할 수 있습니다,3,mid,팀 플 조원 진짜 자다 만나다 하다 마케팅 사례 위주 로 수업 을 해주다 때문 에 재미있다 이야기 많다 강의 력 좋다 재미있다 마케팅 공부 하다 있다
"음 모르는 문제를 못 풀고있으면 하나하나 다 설명해주셔서 좋은데 풀지못하는 제 자신 ,,",4,pos,음 모르다 문제 를 못 풀다 하나 하나 다 설명 해주다 좋다 풀다 제 자신
단순히 개념만 알려주는게 아니라 적절한 예시와 스토리텔링으로 어떻게 적용될 수 있는지를 보여주셔서 해당 개념의 습득이 보다 쉬움.,5,pos,단순하다 개념 만 알다 아니다 적절하다 예시 와 스토리텔링 으로 어떻다 적용 되다 있다 보여주다 해당 개념 습득 보다 쉬움
ppt 가독성이 떨어지고 설명 중간중간 채팅에 올려주시는 내용 이해 불가능함.강의할 때 집중해서 들어야만 원하는 내용 챙길 수 있음.성적은 잘 주시므로 크게 불만은 없음,4,pos,가독성 떨어지다 설명 중간 중간 채팅 에 올려주다 내용 이해 불가능하다 강의 하다 때 집중 하다 들다 원하다 내용 챙기다 있다 성적 자다 주다 크게 불만 없다
일단 난이도를 떠나서 블랙보드에 올라오는 영상들이 거의 아무 의미가 없다고 보면 됨. 한시간이 넘는 영상인데 이론 강의 비율은 10~20분이고 나머지는 설명 없이 문제 푸는 장면이나 쓸데없는 상황극 영상같은 것만 나옴.,3,mid,일단 난이도 를 떠나다 블랙보드 에 올라오다 영상 거의 아무 의미 없다 보다 되다 시간 넘다 영상 인데 이론 강의 비율 분 이고 나머지 설명 없이 문제 푸다 장면 이나 쓸데없다 상황 극 영상 같다 만 나오다
기말은 범위가 너무 넓어서 아직 잘 모르겠지만 과제나 퀴즈 자체가 부담되는 과목은 아님. 취향에 맞으면 재미있게 들을 수 있을 것 같은데 솔직히 나는 이걸 왜 필수과목으로 하는지는 모르겠음,3,mid,기 말 범위 너무 넓다 아직 자다 모르다 과제 나 퀴즈 자체 부담 되다 과목 아니다 취향 에 맞다 재미있다 들다 있다 같다 솔직하다 나 걸 왜 필수 과목 으로 하다 모르다
교수님은 친절하고 착하심 근데 이론 강의 들을 때는 솔직히 너무 길고 지루했음. 배우는 내용의 양에 비해 강의 시간이 너무 늘어지는 느낌.,4,pos,교수 친절하다 착하다 심 근데 이론 강의 들다 때 솔직하다 너무 길다 지루하다 배우다 내용 양 에 비다 강의 시간 너무 늘어지다 느낌
이 과목 담당하시는 교수님들 중엔 제일 좋은 것 같다. 그런데 과목 자체가 헬 이라 이번 학기 제일 스트레스 받는 과목. 고전인증시험은 어렵다고 하긴 하던데 난 잘 모르겠음,3,mid,과목 담당 하다 교수 들다 중 엔 제일 좋다 같다 그런데 과목 자체 헬 이르다 이번 학기 제일 스트레스 받다 과목 고전 인증 시험 어렵다 하다 하다 난 자다 모르다
교수님 사람은 좋으신데 설명이랑 내용이 재미가 없음. 시험은 거의 서술형인데 점수는 생각보다 후함. 과제는 몇 개 있는데 어려운건 음,3,mid,교수 사람 좋다 데 설명 이랑 내용 재미 없다 시험 거의 서술 형 인데 점수 생각 보다 후함 과제 몇 개 있다 어렵다 음
코딩 알려주는 내용까지는 이냥저냥 해도 과제랑 시험 난이도 갑자기 올라가는 건.. 따라잡기 어려운 것 같아요ㅜㅜ,3,mid,코딩 알다 내용 까지는 냥 저 냥 해도 과제 랑 시험 난이도 갑자기 올라가다 건 따라잡다 어렵다 같다 ㅜㅜ
이런거 왜 배우는지 모르겠다 문제해결을위한글쓰기? 그럼 내 주관으로 써야하는데 교수님 마음에 안들면 깎음. 그저 객관적인 글쓰기다. 답이 정해진 글쓰기다. 게다가 팀플은 또 엄청많다. 또 실시간 피드백은 지옥이다. 그리고 학점도 잘 안나오는듯하다.,2,neg,이렇다 왜 배우다 모르다 문제해결 을 위 글쓰기 그렇다 내 주관 으로 써다 교수 마음 에 안 면 깎다 그저 객관 적 인 글쓰기 다 답 정해진 글쓰기 다 게다가 팀플 또 엄청 많다 또 실시간 피드백 지옥 이다 그리고 학점 자다 안 나오다 하다
필기체가 좀 알아볼 수 없긴 하지만 집중해서 들으면 알아볼 수 있다. 그리고 일변수미적분학 과목 자체가 별로 어렵지 않기 때문에 난이도는 쉬웠다고 생각한다. 또 교수님께서 예제를 많이 풀어주시기 때문에 이해가 매우 쉽게 된다. 개인적으로 시험도 매우 쉬웠다고 생각한다. 수학 못해도 강의 잘 들으면 A+ 나온다.,5,pos,필기체 좀 알아보다 없다 하지만 집중 하다 들다 알아보다 있다 그리고 일 변수 미적분학 과목 자체 별로 어렵다 않다 때문 에 난이도 쉽다 생각 하다 또 교수 께서 예제 를 많이 풀다 때문 에 이해 매우 쉬다 되다 개인 적 으로 시험 매우 쉽다 생각 하다 수학 못 하다 강의 자다 들다 나오다
교수님이 열정적이시고 학생들 의견을 반영해주시려고 노력하시며 매우매우매우 친절하셔서 개인적으로 너무 좋습니당!,5,pos,교수 열정 적 이시고 학생 의견 을 반영 해주다 노력 하다 매우 매우 매우 친절하다 개인 적 으로 너무 좋다 습 니당다
교수님 너무 친절하시고 또 무교인 사람들에게 종교에 대한 새로운 모습을 보여 주는 아주 흥미로운 강의임.무교인 사람들도 한번쯤 들으면 좋은 경험의 시간이 될 수 있음. 교수님 너무 너무너무너무 친절....,5,pos,교수 너무 친절하다 또 무교인 사람 에게 종교 에 대한 새롭다 모습 을 보이다 주다 아주 흥미롭다 강의 임 무교인 사람 한번 쯤 들다 좋다 경험 시간 되다 있다 교수 너무 너무 너무 너무 친절
"이 강의를 수강하려면 그리스 신화속 인물들의 이름을 모두 암기해야 함.그래야 중간이나 기말 시험 문제 풀수 있음. 그냥 대충 했다간 시험 망침,걍 듣지 않는거 추천",1,neg,강의 를 수강 하다 그리스 신화 속 인물 이름 을 모두 암기 하다 함 그 래야 중간 이나 기 말 시험 문제 풀다 있다 그냥 대충 하다 시험 망치다 걍 듣다 않다 추천
"교수님, 설명도 잘해 주시고 과제도 그리 많은 편은 아니세요...성적도 푼푼히 잘 주실듯나름 재미있었고 토익 실력을 키우는데 도움이 많이 되는 강의 였음",5,pos,교수 설명 잘 하다 주시 고 과제 그리다 많다 편 아니다 성적 푼 풀다 자다 줄다 나름 재미있다 토익 실력 을 키우다 도움 많이 되다 강의 였음
"학사정보시스템에는 한국어 강의로 되어있으나 수업 계획서, 그리고 실재 강의는 영어 사용하심. 보통 한국인 교수님이 영어 수업 맡으면 7:3 에서 5:5비율로 한국어 섞어서 설명해 주시는데 이 수업은 학부 2학년 수업인데도 불구하고 8:2~9:1 비율로 영어를 사용하신다... 2학년 수업이라 내용이 무지막지하게 어려운편은 아닌데 설명을 거진 풀영어로 하다보니 이해가 안될 수 있는 부분이 존재할 수도 있음. 필자는 영어듣기가 좀 딸리다보니 교수님이 영어로 설명하시는 부분 중의 50퍼정도밖에 이해 못하는듯. 대부분 PDF교안이나 책보면서 이해하고 공부함. 성적은 그럭저럭 합리적으로 주시는듯(?)",4,pos,학사정보 시스템 에는 한국어 강의 로 되어다 수업 계획 서 그리고 실재 강의 영어 사용 심 보통 한국인 교수 영어 수업 맡다 에서 비율 로 한국어 섞다 설명 하다 주다 수업 학부 학년 수업 인데 불구 하고 비율 로 영어 를 사용 하다 학년 수업 이라 내용 무지막지 하다 어렵다 편 아니다 설명 을 거진 풀 영어 로 하다 보다 이해 안되다 있다 부분 존재 하다 수도 있다 필자 영어 듣기 좀 딸리다 보다 교수 영어 로 설명 하다 부분 중 퍼정도 밖에 이해 못 하다 대부분 교 안이 나 책보 면서 이해 하고 공부 함 성적 그럭저럭 합리 적 으로 주다
과제가 풀이 쓰는 거라 좀 귀찮은편 교수님 목소리 잘 들려서 좋음,4,pos,과제 풀이 쓰다 거 라 좀 귀찮다 편 교수 목소리 자다 들다 좋다
