lecture,professor,review,clean_text,star
수치해석,Farman ALI,들을만해요. 수치해석에 쓰이는 여러 메소드들을 실제로 손으로 계산해보는 수업입니다. 어렵진 않습니다,들다 만해 수치해석 쓰이다 여러 메 소드 들 실제 손 계산 해보다 수업 이다 어렵다 않다,2
수치해석,Farman ALI,수업은 그냥저냥했습니다. 과제는 4번째까지 문제풀이 5번째는 프로그래밍이였고 중간기말은 문제풀이로 공학계산기지참 해야합니다,수업 저 하다 과제 번 째 제풀이 번 째 프로그래밍 이다 중간 말 제풀이 공학 계산기 차다 하다 하다,4
수치해석,박문규,교수님이 바쁘셔서 강의가 마음대로 나왔음그래도 학점 잘 주시고 배울건 많은듯,교수 님 바쁘다 강의 마음대로 나오다 학점 자다 주시 배우다 많다,5
수치해석,박문규,얻어갈거 많음@@@@ ^오^ @@@@@@@@@@@ ~3~,얻다 갈다 많다 오,5
수치해석,박문규,얻어가는거? 학점 끝 그러나 본인은 만족 원자력 교수님들중 빛급…,얻다 학점 끝 본인 만족 원자력 교수 님 들다 중 빛 급,5
수치해석,정재동,과제는 앉아서 4시간 정도만 투자하면 끝나고 시험은 어렵다고 하는데 난 개인적으로 생각했던 것보다는 쉬워서 조금 아쉬웠음. 확실히 포기하지만 않으면 얻어가는게 너무 많아서 나는 좋다. 물론 가끔씩 강의 내용이 산으로 가긴하는데 크게 신경쓰이지는 않는다.,과제 앉다 정도 투자 하다 끝나다 시험 어렵다 하다 난 개인 적 생각 하다 것 쉽다 조금 아쉽다 확실하다 포기 하 않다 얻다 많다 나 좋다 가끔 씩 강의 내용 산 가다 크게 신경 쓰이다 않다,4
수치해석,정재동,얻어가는것은 많아 좋지만 코딩에대한 기본지식없으면 힘들어조입니다.,얻다 많다 좋다 코딩 대한 지식 없다 힘들다 조이다,5
수치해석,정재동,도망가 진짜 도망가 매트랩 지식이 없어...? 그러면 내년에 듣던지 다른걸 들어,도망가다 진짜 도망가다 매트랩 지식 없다 내년 듣다 걸 들다,2
수치해석,정재동,비대면이라 정확하진않아여 ㅎㅎㅎ 듣기로는 그냥 저냥수업인것같음,비 대면 정확하다 않다 ㅎㅎㅎ 듣기 그냥 냥 수업 것 같다,2
수치해석,정재동,"과제 개많다.단순히 많은게 문제가 아니라 대부분이 안배운 부분을 스스로 공부해야한다.강의내용으로 과제 시험 커버치는거 절대 불가능이 수업을 들으면 얻어가는 것은 많아요단지 그게 강의를 통해서가 아니라  안뒤쳐질려고 스스로 이곳저곳 뒤지면서 공부해서 그런거지절대 강의를 통해서 얻어가는건 아님ppt 내용도 혼자 공부하면 눈치채겠지만 인터넷에 돌아다니는 내용 짜집은듯과제는 족보 없어도 매트랩 mathwork사이트나 유튜브 검색해보면서 차근차근 공부하면 혼자서 다 할 수 있어요시험은 뭐... 손으로 해볼만한 method들 ex) secent, bisection, newtonraphson, euler... 등등 암기하는 수밖에 없어요그리고 기말은 무조건 수치미분 공식문제 나오니 전진 후진 중앙 1차 2차정밀도 공식은 무조건 암기하시길피똥싸면 학점은 잘 나올겁니다",과제 개 많다 단순하다 많다 문제 아니다 대부분 배우다 부분 스스로 공부 하다 하다 강의 내용 과제 시험 커버 치다 절대 불가능 수업 들다 얻다 것 많다 단지 그게 강의 통 하다 아니다 안뒤 치다 려고 스스로 곳 곳 뒤지다 공부 하다 거지 절대 강의 통해 얻다 아니다 내용 혼자 공부 하다 눈치 채다 인터넷 돌아다니다 내용 짜지다 듯 과제 족보 없다 매트랩 사이트 유튜브 검색 해보다 차근차근 공부 하다 혼자 하다 수 있다 시험 뭐 손 해보다 들다 등등 암기 하다 수 없다 말 무조건 수치 미분 공식 문제 나오니 전진 후진 중앙 차 차 정밀도 공식 무조건 암기 하다 피똥 싸다 학점 자다 나오다 겁니다,2
수치해석,정재동,본인이 열심히 하면 얻어가는 것 많고  과제가 많아서....좀 그렇지만 결국 시험을 잘 봐야 맞는듯..최고 학점 주셔서 5점!,본인 하다 얻다 것 많다 과제 많다 좀 시험 자다 보다 맞다 최고 학점 주다 점,5
수치해석,정재동,개인적으로 수치해석 수업자체내용은 잘 가르쳐주심 메틀랩은 솔직히 유튜브 3-4시간 공부하다보면 마스터 하고 그리고 학점을 매우 잘주심,개인 적 수치해석 수업 자체 내용 자다 가르치다 주심 메틀랩 솔직하다 유튜브 공부 하다 보다 마스터 하다 학점 매우 자다 주심,5
수치해석,정재동,개인적으로도움이 매우 많이된 과목학점만 따자 마인드인 학생들은 힘들어하는것 같음하지만실제 얻어가는걸 중시하는 나같은 부류는매우 좋았음,개인 적 도움 매우 되다 과목 학점 따다 마인드 학생 들 힘들다 같다 실제 얻다 중시 하다 나 같다 부류 매우 좋다,2
수치해석,정재동,"과제 많은 건 사실입니다. 온라인 수업으로 진행되면서 이전 학기보다 더 많이 나왔어요. 심지어 시험기간 겹쳐서 나왔습니다. 근데 추가로 내주신 과제는 확실히 쉬웠어요.수치해석은 매트랩 가르치는 강의가 아닙니다. 학기 초에 교수님도 언급하세요. 기본적인 지식이 없으면 수강취소하라구요. 근데 저는 기본적인 지식 없이 수강 시작했습니다. 과제 하나에 기한 1주일 주시는데 완성하는데에 3~5일은 걸렸습니다.  과제 고민하면서 머리 쥐어짜내면 하루에 2시간은 금방금방 지나가요. 그래도 이렇게 욕하면서 짜증내면서 공부하고 과제하면 진짜 실력 늘어요. 막판 과제 11, 12, 13정도 되면 그냥 앉아서 한 두시간 잡으면 다 했습니다. 초반에는 유튜브 찾아보면서 아주 기본적인 거만  배워두고 과제 할 때는 계~~속 구글 검색했습니다. 매트랩은 구글에 검색하면 아주아주 잘 나와있어요. 잘 찾아보시면 수치해석에 나오는 내용은 거의 비슷한 솔루션도 있을거에요.중간고사를 과제대체로 해서 기말때 중간기말 합쳐서 전범위로 보니까 범위도 오지게 많고 비슷비슷한 공식도  많아요. 그냥 설렁설렁 하실거 같으면 정말 비추구요. 근데 이거 공학인증땜에 필수이실텐데 이왕 하는거 오기로라도 주시는 과제 혼자 다 하면 매트랩 실력은 확실히 늘거구 범위 겁나게 많은 셤공부도 감이 잡히실거에요. 화이팅아 그리구 정재동 교수님 부분점수는 잘 주십니다. 이건 팩트입니다. 점수가 낮다는거는 진짜 하나도 맞은게 없는거에요.",과제 많다 건 사실 이다 온라인 수업 진행 되다 이전 학기 더 나오다 심지어 시험 기간 겹 치다 나오다 추가 내주다 과제 확실하다 쉽다 수치해석 매트랩 가르치다 강의 아니다 학기 초 교수 님 언급 하다 기본 적 지식 없다 수강 취소 하 고요 저 기본 적 지식 수강 시작 하다 과제 하나 기한 주일 주다 완성 하다 걸리다 과제 고민 하다 머리 쥐다 짜내다 하루 금방 금방 지나가다 욕 하다 짜증 내면 공부 과제 하다 진짜 실력 늘다 막판 과제 정도 되다 그냥 앉다 하다 시간 잡다 하다 초반 유튜브 찾아보다 아주 기본 적 거만 배우다 두다 과제 하다 때 계 속 구글 검색 하다 매트랩 구글 검색 하다 자다 나오다 자다 찾아보다 수치해석 나오다 내용 거의 비슷하다 솔루션 있다 중간고사 과제 대체로 하다 말때 중간 말 합치다 전범 위로 보 범위 오지 많다 비슷 비슷하다 공식 많다 그냥 하다 같다 정말 비추다 거 공학 인증 땜 피다 하다 로라 주시 과제 혼자 하다 매트랩 실력 확실하다 늘다 범위 겁나다 많다 셤공부 감 잡히다 화이팅 그리다 정 재동 교수 님 부분 점수 자다 줄다 것 팩트 이다 점수 낮다 진짜 하나 맞다 없다,5
수치해석,정재동,"진짜 과제 더럽게 많고 어려움, 근데 족보 있는 사람은 과제 만점이라 족보 없으면 관심과목담기에서 삭제",진짜 과제 더럽다 많다 어려움 족보 있다 사람 과제 만점 족보 없다 관심 과목 담기다 삭제,5
수치해석,정재동,"20년 1학기 기준 과제 13번인데 아래 평과 같이 매트랩, 파이썬 기본지식 알려주는거 없고 본인이 선택하고 알아서 공부하라 함. 코딩 기본지식 없으면 힘듦.지금 온라인 강의 듣는데 다음주 시험기간인데 금요일 제출 과제 하나 있는 상태로 강의 통해서 과제 2개 더 제출될거라고 공지됨...하...과제에 대하여 수학적 과정을 알려줄 때도 있고 아닐 때도 있는데 아닐 때는 진짜 빡셈. 과제 하나에 하루 3시간씩 4~5일 잡아야함.파이썬 선택하고 했는데 그래프 출력, 행렬계산에 필수적인 라이브러리 알려주질 않아서 조교분 개인메일 넣어서 알아내기 전까지 애먹었음코로나때매 중간 없어지고 과제비율 높아져서 아직 안 본 기말에 부담이 덜 되기는 하는데 이 역시도 방향성 잡아주는건 없어서 기말 어떻게 나올지 모르겠음.이미 수치해석에 대한 지식이 있는사람에겐 과제로 점수 따기 편할 수도 있는데 기본지식 없으면 도망치세요학점 비율이랑 출결은 몰라서 다른 평가들이랑 똑같이 넣음",학기 기준 과제 번 아래 평 매트랩 파이썬 기본 지식 알다 없다 본인 선택 알다 부하라 함 코딩 기본 지식 없다 힘들다 지금 온라인 강의 듣다 다음주 시험 기간 금요일 제출 과제 하나 있다 상태 강의 통해 과제 개 더 제출 되다 공지 되다 과제 대하 수학 적 과정 알다 때 있다 아니다 때 있다 아니다 때 진짜 빡셈 과제 하나 하루 잡다 야하다 파이썬 선택 하다 그래프 출력 행렬 계산 필수 적 라이브러리 알다 않다 조교 분 개인 메일 넣다 알아내다 전 애 먹다 코로나 때매 중간 없어지다 과제 비율 높아지다 안 보다 말 부담 덜 되다 기다 하다 이 역시 방향성 잡다 없다 말 어떻다 나오다 모르다 수치해석 대한 지식 있다 사람 과제 점수 따다 편하다 수도 있다 기본 지식 없다 도망치다 학점 비율 출결 모르다 다른 평가 들 넣다,4
수치해석,정재동,2020.1학기 기준 과제 13번 내주심. 거의 매주 과제가 있다고 보면 됨. 2학년 대상 과목이지만 2학년이 따라오기 굉장히 힘들어보임.  코딩수업이지만 코딩방법을 알려주지 않음. 교재에 있는 변수이름 구분도 안되어있는 대략적인 알고리즘을 보고 알아서 코드를 작성할 줄 알아야함. 이거말고 다른학과 다른교수님 강의를 듣는걸 추천,학기 기준 과제 번 주심 거의 과제 있다 보다 되다 학년 대상 과목 학년 따라오다 굉장하다 힘들다 보임 코딩 수업 코딩 방법 알다 않다 교재 있다 변수 이름 구분 안되다 대략 적 알고리즘 보고 알다 코드 작성 하다 줄 알다 함 거 학과 교수 님 강의 듣다 추천,4
수치해석,정재동,s t a  y......매트랩 안가르치는 매트랩강의,매트랩 가르치다 매트랩 강의,5
수치해석,정재동,과제가 일단... 진짜... 개~~~~~~~~~~~~많아요. 11개 이상임. 죽을 거 같음. 게다가 과제 비율이 높아요. 어지간하면 1반 보다는 2반 하는게 나은게 1반은 시험 볼 때 9시부터 10시 20분까지 못 나가게 하고 2반은 그냥 끝나는대로 나가게 해주십니다. 출석은 유체크로만 하셔서 중간고사 이후엔 출튀가 진짜 눈에 띄게 많아요 걍 소수 정원이라고 보시면 됨,과제 일단 진짜 개 많다 개 상임 죽 거 같다 게다가 과제 비율 높다 어지간하다 반 반 하다 나은 반 시험 볼 때 못 나가다 하다 반 그냥 끝나다 나가다 해주다 출석 유 체크 로만 하다 중간고사 이후 추다 튀다 진짜 눈 띄다 많다 소수 정원 보시 되다,2
오픈소스SW개론,변정현,난 나름 괜찮았음다만 팀플이 50%를 차지하고 그만큼 시간과 노력을 많이 들였는데 막상 나누는건 기말로 나눈 것 같아서 좀 아쉬웠음팀플로 나뉜 사람도 많겠지만 팀플 만점도 많은 것 같긴 했음시험은 배운데에서 나오고 과제 채점 기준이 없어서 그게 아쉬움,난 나름 괜찮다 다만 팀플 를 차지 시간 노력 들이다 막상 나누다 말로 나누다 것 같다 좀 아쉽다 팀 플로 나뉘다 사람 많다 팀 만점 많다 것 같다 하다 시험 배우다 나오다 과제 채점 기준 없다 그게 아쉬움,5
오픈소스SW개론,변정현,"비대면 절평 기준, 그냥 수업 안듣고 플젝 마지막 2,3주? 동안 몰아서 했고 기말고사는 교안 쓰윽 보고 좋은 학점 받음.딱히 배울거는 없고 걍 개꿀 전공임.",비대 절평 기준 그냥 수업 듣다 플젝 마지막 주 동안 몰다 하다 기말고사 교안 쓰윽 보고 좋다 학점 받다 딱하다 배우다 없다 개꿀 공임,5
오픈소스SW개론,변정현,"프로젝트 팀은 알아서 짜서 반학기 동안 진행하면 되는데, 프로젝트에 대해 피드백을 받은것도 아니고 평가가 어떤 기준으로 되는질 모르겠습니다. 중간고사는 없고, 아마 기말고사에서 학점이 나뉘었을 것 같네요. 시험 전전주에 요약정리? 해주셨고 시험 전날 교안보고 시험봤어요.",프로젝트 팀 알다 짜다 학기 동안 진행 하다 되다 프로젝트 대해 피드백 받다 아니다 평가 어떻다 기준 되다 모르다 중간고사 없다 아마 기말고사 학점 나뉘다 것 같다 시험 전주 요약 정리 해주다 시험 전날 교 안보 시험 보다,5
오픈소스SW개론,변정현,플젝하고 기말전에 교안 한번 보고 a+솔직히 난 좋음 별거아닌 플젝이었지만 나름 신경도 썼고다만 아쉬운건 플젝으로 성적 나누는게 아니라 기말로 나눔시간대비 꿀강의였음 물론 본인이 플젝을 맘 맞는 사람이랑 했다는 가정하에,플젝 기다 교안 한번 보고 솔직하다 난 좋다 별거 아니다 플젝이었 나름 신경 써다 아쉽다 플젝 성적 나누다 아니다 말로 나눔 시간 대비 꿀 강의 이다 본인 플젝 맘 맞다 사람 하다 가정 하,4
오픈소스SW개론,변정현,이거 왜 듣는지 모르겠음 시간은 시간대로쓰고 학점은 학점대로 나오고 여튼 이해안됨프로젝트 내용은 시간을 많이썻지만 변별력이 크게없는듯,거 왜 듣다 모르다 시간 시간 쓰다 학점 학점 나오다 여 틀다 이해 안되다 프로젝트 내용 시간 썻 변별 력 크게 없다,4
오픈소스SW개론,변정현,학점은 아직 안나왔지만 강의평작성하는데 솔직히 이게 3학년 3학점 전필수업 퀄리티인가 현타왔었음 강의하는데 자신도 모르는거 가르치는듯한 강의력 팀플위주라 팀꾸리고 프로젝트 완성하고 git 사용법을 따로 배워서 기말보고 점수따는거  추천,학점 나오다 강의 평작 성하다 솔직하다 이 학년 학점 필 수업 퀄리티 타 오다 강의 하다 자신 모르다 가르치다 강의 력 팀 위주 팀 꾸리 프로젝트 완성 용법 배우다 말 보고 점수 따다 추천,2
오픈소스SW개론,변정현,"수업에서 가르쳐 주는게 진짜 얼마 없음정말 수업 내용 자체는 1-2학점짜리""github사용법 숙지!"" 정도의 내용임그런데 0.5 창의학기제 느낌으로 내가 원하는 소규모 프로젝트 하면서 학점 따고 싶다고 생각하면 추천하는 강의",수업 가르치다 주다 진짜 얼마 없다 정말 수업 내용 자체 학점 짜다 용법 숙지 정도 내용 임 창의 학기 제 느낌 내 원하다 소규모 프로젝트 하다 학점 따다 싶다 생각 하다 추천 하다 강의,5
오픈소스SW개론,변정현,팀플인데 그냥 보여주기식 프로젝트인듯이론수업은 초반에만 하는데 엄청 많은 pdf를 한번에 읽기만하고 기말에 다냄.수업시간에 알아서 팀플하라하고 커밋하고 가라함,팀플 그냥 보여주다 식 프로젝트 듯 이론 수업 초반 하다 많다 를 한번 읽다 기만 말 내다 수업 시간 알다 팀 플하 하다 커밋 가라 함,2
오픈소스SW개론,변정현,얻어간게 하나도 없는 수업강의시간에 뭘 한지도 모르겠고.. 팀프로젝트는 교수님이 관심이 없으신 분야인지 그냥 흥미 없는 티를 팍팍 내셔서 발표 내내 민망했음;점수 비율도 즉흥적으로 정하고 시험 날짜도 미리 정해두는게 아니라 그때 정하는 식임한 학기동안 기억에 남는 건 커밋하세요 밖에 없음점수 팀플 그냥 저냥하고 기말만 달달 외워서 잘봐도 될 거같고 마지막으로 진짜 실무에 필요한 깃을 배우고 싶은거면 이 수업은 절대 추천안함,얻다 어간 하나 없다 수업 강의 시간 뭘 한지 모르다 팀 프로젝트 교수 님 관심 없다 분야 그냥 흥미 없다 티 내다 발표 내내 민망하다 점수 비율 즉흥 적 정 시험 날짜 미리 정해 두다 아니다 그때 정 하다 식임 학기 동안 기억 남다 건 커밋 하다 없다 점수 팀 그냥 냥 말 달달 외우다 보다 되다 거 같다 마지막 진짜 실무 필요하다 깃 배우다 싶다 이 수업 절대 추천 안함,5
오픈소스SW개론,변정현,교수보다 학생이 더 공부잘하는 수업진짜 별로니까 듣지마세요,교수 학생 더 공부 하다 수업 진짜 별로 듣다 말다,5
오픈소스SW개론,변정현,교수강의요약.실습하세요.커밋하고가셔도 됩니다.,교수 강의 요약 실습 하다 커밋 하다 되다,5
오픈소스SW개론,변정현,학점 어떻게 주는지는 모르겠고 학생보다 교수가 개꿀빠는 강의,학점 어떻다 주다 모르다 학생 교수 개꿀 빨다 강의,5
오픈소스SW개론,변정현,깃허브를 아주 조금배우고 프로젝트에 많은걸 쏟지만 프로젝트 채점 기준도 안알려줌그냥 다른 3학점 들으세요,깃허브 아주 조금 배우다 프로젝트 많다 쏟다 프로젝트 채점 기준 알다 줌 그냥 다른 학점 들다,2
오픈소스SW개론,변정현,커-허-밋 하세요 커-어밋!실! 습하세요 실! 습!,크다 허다 밋 하다 크다 어밋 실 습하다 실 습,5
오픈소스SW개론,변정현,"무슨 자격으로 학생들을 가르치시는지 모르겠는데 강의자료는 본인게 아닐꺼임. 근데 그 ppt조차 잘 안알려주고 걍 넘어감. 이유없이 일주일 휴강때리고 휴강아니여도 출석호명후 한시간동안 책상에 앉아있다가 ""자 커밋하서요.커밋.가셔도 좋습니다""이러고 수업 끝남. 아니 커밋왜그렇게 좋아하는데. 뭘 수정이 완료되야 깃에 올리지 한시간동안 코드수정해서 잘 돌아가겠냐;; 충격적인 어록도 있다java랑 javascript랑 매우 유사한 언어죠3학년 전필이지만 1,4학년도 있으니 프로젝트 수준차이는 어쩔수없으니 점수는 다 똑같이 드리겠습니다Atom틀어놓고 이게 github 데스크탑 프로그램이죠Git hub에 first commit이란 단어를 보고 초심자용 오픈소스니 여러분도 참여할 수 있어요[오픈소스개론]과제로 내준 여러분이 만든 문제를 기말고사에 내는 것에 대해 타과생들의 불만이 있는듯합니다.아는 사람이 없어서 다른 학생들이 낸 문제를 공유하지 못해 불공평하다는 건데........이런 문제에 대해 불만을 갖고 있다는 점에 대해 매우 놀라웠고다시 재고한 결과여러분이 출제한 문제를 기말고사에 내지 않기로 했습니다.대신.... 기말고사에 대한 일절의 힌트는 없습니다.앞에 보낸 이메일 내용을 정정합니다. 오해 소지가 있어서 단어 정정합니다. 타과생들의 불만이 -->  일부 학생들의 불만으로 정정합니다.이딴게 메일로 날라오기도하고암튼 여러모로 병신같음. 한학기편하게 보내고싶고3학점 채우려면 상관없는데 같은이름으로 다른교수님 계시니까 걍 그거 들으셈",무슨 자격 학생 들 가르치다 모르다 강의 자료 본인 아니다 임 그 조차 자다 알다 넘어가다 이유 일주일 휴강 때리다 휴강 아니다 출석 호명 후 시간 동안 책상 앉다 자 커밋 하서 커밋 갈다 좋다 이르다 수업 끝나다 아니다 커밋 왜 좋아하다 뭘 수정 완료 되다 깃 리지 시간 동안 코드 정해 자다 돌아가다 충격 적 어록 있다 매우 유사하다 언어 학년 필 학년 있다 프로젝트 수준 차이다 수 없다 점수 드리다 틀어놓다 이 데스크탑 프로그램 이 이란 단어 보고 초심자 용 오픈소스 여러분 참여 하다 수 있다 오픈소스 개론 과제 내주다 여러분 만들다 문제 기말고사 내다 것 대해 타 생 들 불만 있다 하다 알다 사람 없다 다른 학생 들 내다 문제 공유 하다 하다 불공평하다 거 이렇다 문제 대해 불만 갖다 있다 점 대해 매우 놀랍다 재고 결과 여러분 출제 문제 기말고사 내지 않다 하다 대신 기말고사 대한 일절 힌트 없다 앞 보내다 이메일 내용 정정 하다 오해 소지 있다 단어 정정 하다 타 생 들 불만 일부 학생 들 불만 정정 하다 게 메일 날 기도 모로 병신 같다 학기 편하다 보내다 학점 채우다 상관없다 같다 이름 교수 님 계시 그거 들다,5
오픈소스SW개론,변정현,"배운게 하나도 없던 수업.개강 전 수업계획서에 성적 반영 비율  비어있었는데첫날 오티때 얘기한 성적반영비율이 학기중에 계속 바뀜과목명만봐도 알겠지만, 오픈소스를 활용하여 뭔가(웹페이지든 앱이든 프로그램이든 뭐든)를 만드는 프로젝트 수업인데, 프로젝트로 점수를 가르지 않는다는 괴상한 수업임. 3학년 전필수업이지만, 수강생중 1,4학년이 있다는 이유로, 프로젝트로는 점수를 나누지 않는다고 함;;과제는 교수님이 블랙보드에 올려준 영어 논문(?)을 보고 문제를 만들어가는거였는데,  학생들이 제출한 문제들 중 몇개를 뽑아서 기말고사 문제로 낸다고함. 물론 그 문제들을 전 수강생에게 배포하지는 않음.말도안되는 일이라 생각해서 항의했더니, 그럼 안그러겠다고 정정함;기말고사 준비랍시고 python, git, github, openCV, R 등의 오픈소스 예시들 수업 했는데 다 수박겉핥기.  이 쉬운 문제들로 어떻게 점수를 가를지 상상이 안되는 수준. 기말고사 준비하랍시고 블랙보드에 T/F 문제들을 올려주셨지만, 답은 없음. 답은 알아서 찾아서 공부해야했음.16주의 수업중, 제대로 된 수업이 단 한번도 없었음. 그나마 오픈소스 몇개의 특징들 설명해준거 한두시간 말고는 교수님이 한 게 아무것도 없음. 수업시작하면 ""팀원들끼리 회의 하세요"" 라고 하시고, 한시간쯤 후에 ""자 이제 나가도 좋습니다"" 라고 하시며 수업 끝남.아직 학점 나오기 전이라서 ""비율채워줌""으로 표시하긴 했지만, 내가 A+을 받더라도 이 수업은 추천하지 않음. 도대체가 배울 게 전혀 없는 수업이었음.",배우다 하나 없다 수업 개강 전 수업 계획 서다 성적 반영 비율 비다 첫날 티때 얘기 성적 비율 학기 중 계속 바뀌다 과목 명 보다 알다 오픈소스 활용 하다 뭔가 웹페이지 앱 프로그램 뭐 를 만들다 프로젝트 수업 프로젝트 점수 가르다 않다 괴상하다 수업 임 학년 필 수업 수강생 중 학년 있다 이유 프로젝트 점수 나누다 않다 함 과제 교수 님 블랙보드 올려주다 영어 논문 보고 문제 만들다 학생 들 제출 문제 들 중 몇개 뽑다 기말고사 문제 내다 고함 그 문제 들 전 수강생 배포 하다 않다 말 안되다 일이 생각 하다 항의 하다 그렇다 그렇다 정정 함 기말고사 준비 랍시고 등 오픈소스 예시 들 수업 하다 수박 겉 핥다 이 쉽다 문제 들 어떻다 점수 가르다 상상 안되다 수준 기말고사 준비 하 랍시고 블랙보드 문제 들 올려주다 답 없다 답 알다 찾다 공부 하다 하다 주의 수업 중 제대로 되다 수업 단 한번 없다 오픈소스 몇개 특징 들 설명 해주다 시간 교수 님 하다 게 것 없다 수업 시작 하 팀원 들 끼리 회의 하다 하다 시간 쯤 후 자 이제 나가다 좋다 하다 수업 끝나다 학점 나오다 전이 비율 채우다 줌 표시 하다 하다 내 받다 이 수업 추천 하다 않다 도대체 배우다 게 전혀 없다 수업 이다,5
운영체제,김청원,To... 과거의 나에게... S...A..Y... O..oops... 아 아니지 S..T..A..Y...,과거 나 아니다,5
운영체제,김청원,한학기내내 울며겨자먹기로 했어요수박겉핥기식으로 공부하는거같고 교수님 뭐라하는지 거의 못알아듣겠어서 대부분 독학으로 공부해야해요 강의자료가 전부다 영어에요 근데 영어 문법 이상한데도 있어서 구글번역해도 이해하기 힘들어요 범위 미친듯이 많아요 진도 개빠르게 나가고 시험범위 무지막지하게 많아요 중간고사 시험범위 개많은데 기말고사 시험범위는 전범위에요 이게 진짜 사람 미치게해요 벼락치기하면 엄청 힘들거에요 시험문제도 주옥같아요 무슨 답을 원하는지 모르겠는 서술형 문제만 열문제에요 시험 두시간동안 머릿속에서 아는걸 모조리 끄집어내서 그럴듯한 소설을 써야해요 논술시험 보는줄 알았어요 퀴즈는 두번만 봤는데 이게 이번학기 사정상 조금만 본거고 원래는 좀더 많은거 같아요 퀴즈도 진짜 짜증나요 여러분 운영체제 수강신청 실패해서 듣게되었다면.. 그냥 다음학기에 다른교수님 다시 도전해보세요,학기 내내 울다 겨자 먹기 하다 수박 겉 핥다 식 공부 하다 같다 교수 님 뭐라다 거의 알아듣다 대부분 독학 공부 하다 해 강의 자료 전부 영어 영어 문법 이상하다 있다 구글번역 하다 이해 하다 힘들다 범위 미치다 많다 진도 개 빠르다 나가다 시험 범위 무지막지 하다 많다 중간고사 시험 범위 개 많다 기말고사 시험 범위 범위 이 진짜 사람 미치다 해 벼락치기 하다 힘들다 시험 문제 주옥 같다 무슨 답 원하다 모르다 서술 형 문제 문제 시험 시간 동안 머릿속 는걸 모조리 끄다 집다 그럴듯하다 소설 써다 해 논술시험 보다 알다 퀴즈 번만 보다 이 이번 학기 정상 조금 보다 원래 좀더 많다 같다 퀴즈 진짜 짜증나다 여러분 운영체제 수강신청 실패하다 듣다 되어다 그냥 다음 학기 교수 님 다시 도전 해보다,2
운영체제,김청원,코로나 시대 특성 상 강의의 장점은 분명하지만다른 단점들이 너무 강력해요좀 너무하다 싶은 부분들이 있네요,코로나 시대 특성 상 강의 장점 분명하다 다른 단점 들 강력하다 좀 너무하다 싶다 부분 들 있다,5
운영체제,김청원,컴공인데 다른강의 못잡아서 이거듣고 B받은 내인생이 ㄹㅈㄷ,컴공 강의 못자다 거 듣다 받다 인생 ㄹㅈㄷ,2
운영체제,김청원,최악을 모두 모아놓은수업. 남는건 웁스와 say~일뿐 ㅋㅋ 그냥 못듣겠슴 왜 도망안갔나 내자신의 너무한스러움. 컴공으로 도망가세요 ㅋㅋ 소웨과 정말 뭐하시나요? 저런분이 주요과목을 잡고있으면 어떻게하나요 진짜. 강의 뭔소린지 하나도 못알아먹는건 당연하고 수업은 대충대충하면서 퀴즈 시험은 어렵게내고 소통은안되고 점수만띡 심지어 점수도 되게 짠거같은데 ㅋㅋ한줄요약: 무조건 멀리도망가라 컴공으로 도망가라. 끝.,최악 모두 모으다 수업 남다 웁스 뿐 ㅋㅋ 그냥 듣다 슴 왜 도망 가다 내자 신의 너무하다 스럽다 움 컴공 도망가다 ㅋㅋ 소웨 정말 뭐 하다 분 과목 잡다 어떻다 하나요 진짜 강의 소리 하나 알다 먹다 당연하다 수업 하다 퀴즈 시험 어렵다 내다 소통 안되다 점수 띡 심지어 점수 짜다 같다 ㅋㅋ 줄 요약 무조건 멀리 도망가다 컴공 도망가다 끝,5
